,,,,,,,,,
MoleculeName,Shift,Moiety,Multiplicity,RelativeIntegral,Other peaks,Urine,Plasma,Feces,Tissue
Pantothenate,0.9,2xCH3(ii),singlet,1,"0.9(s), 0.94(s), 2.42(t), 3.41(d), 3.45(q), 3.52(d), 3.99(s), 8.0(s broad)",,,,
Pantothenate,0.94,2xCH3(I),singlet,0.97,"0.9(s), 0.94(s), 2.42(t), 3.41(d), 3.45(q), 3.52(d), 3.99(s), 8.0(s broad)",,,,
Pantothenate,2.42,CH2COOH,triplet,0.33,"0.9(s), 0.94(s), 2.42(t), 3.41(d), 3.45(q), 3.52(d), 3.99(s), 8.0(s broad)",,,,
Pantothenate,3.41,CH2NH(ii),doublet,0.17,"0.9(s), 0.94(s), 2.42(t), 3.41(d), 3.45(q), 3.52(d), 3.99(s), 8.0(s broad)",,,,
Pantothenate,3.45,CH2OH,q,0.2,"0.9(s), 0.94(s), 2.42(t), 3.41(d), 3.45(q), 3.52(d), 3.99(s), 8.0(s broad)",,,,
Pantothenate,3.52,CH2NH(I),doublet,0.17,"0.9(s), 0.94(s), 2.42(t), 3.41(d), 3.45(q), 3.52(d), 3.99(s), 8.0(s broad)",,,,
Pantothenate,3.99,CHOH,singlet,0.28,"0.9(s), 0.94(s), 2.42(t), 3.41(d), 3.45(q), 3.52(d), 3.99(s), 8.0(s broad)",,,,
Pantothenate,8,NH,singlet,0.01,"0.9(s), 0.94(s), 2.42(t), 3.41(d), 3.45(q), 3.52(d), 3.99(s), 8.0(s broad)",,,,
"paraxanthine (1,7-Dimethylxanthine)",3.31,,singlet,,"3.31(s), 3.92(s broad), 7.84(s)",,,,
"paraxanthine (1,7-Dimethylxanthine)",3.92,,singlet,,"3.31(s), 3.92(s broad), 7.84(s)",,,,
"paraxanthine (1,7-Dimethylxanthine)",7.84,,singlet,,"3.31(s), 3.92(s broad), 7.84(s)",,,,
p-cresol,2.26,CH3,singlet,,"2.26(s), 6.83(d), 7.14(d)",,,,
p-cresol,6.83,"H3, H5-ring",d,,"2.26(s), 6.83(d), 7.14(d)",,,,
p-cresol,7.14,"H2,H6-ring",d,,"2.26(s), 6.83(d), 7.14(d)",,,,
Penicillamine,1.46,CH3,singlet,1,,,,,
Penicillamine,1.57,CH3,singlet,1,,,,,
Penicillamine,3.63,CHNH2,singlet,0.31,,,,,
phenol,6.92,,doublet,,"6.92(d), 7.0(t), 7.33(t)",,,,
phenol,7,,triplet,,"6.92(d), 7.0(t), 7.33(t)",,,,
phenol,7.33,,triplet,,"6.92(d), 7.0(t), 7.33(t)",,,,
phenyacetylglutamina (PAGn),1.98,,multiplet,,"1.98(m), 2.12(m) 2.27(t), 4.18(m), 7.37(t), 7.43(t), 8.0(s broad)",,,,
phenyacetylglutamina (PAGn),2.12,,multiplet,,"1.98(m), 2.12(m) 2.27(t), 4.18(m), 7.37(t), 7.43(t), 8.0(s broad)",,,,
phenyacetylglutamina (PAGn),2.27,,triplet,,"1.98(m), 2.12(m) 2.27(t), 4.18(m), 7.37(t), 7.43(t), 8.0(s broad)",,,,
phenyacetylglutamina (PAGn),4.18,,multiplet,,"1.98(m), 2.12(m) 2.27(t), 4.18(m), 7.37(t), 7.43(t), 8.0(s broad)",,,,
phenyacetylglutamina (PAGn),7.37,,triplet,,"1.98(m), 2.12(m) 2.27(t), 4.18(m), 7.37(t), 7.43(t), 8.0(s broad)",,,,
phenyacetylglutamina (PAGn),7.43,,triplet,,"1.98(m), 2.12(m) 2.27(t), 4.18(m), 7.37(t), 7.43(t), 8.0(s broad)",,,,
phenyacetylglutamina (PAGn),8,,singlet,,"1.98(m), 2.12(m) 2.27(t), 4.18(m), 7.37(t), 7.43(t), 8.0(s broad)",,,,
Phenylacetate,3.54,CH2,singlet,1,"3.54(s), 7.31(t), 7.39(t)",,,,
Phenylacetate,7.31,"H2, H4 and H6",triplet,0.49,"3.54(s), 7.31(t), 7.39(t)",,,,
Phenylacetate,7.39,H3 and H5,triplet,0.34,"3.54(s), 7.31(t), 7.39(t)",,,,
Phenylacetic acid ,3.62,CH2,singlet,,,,,,
Phenylacetic acid ,7.31,"H2,H6-ring",complex,,,,,,
Phenylacetic acid ,7.33,H4-ring,complex,,,,,,
Phenylacetic acid ,7.39,"H3, H5-ring",triplet,,,,,,
phenylacetylglycine (PAG),3.67,NCH2,singlet,,"3.67(s), 3.75(d), 7.35(t), 7.35(d), 7.42(t)",1,0,0,
phenylacetylglycine (PAG),3.75,Ar-CH2,doublet,,"3.67(s), 3.75(d), 7.35(t), 7.35(d), 7.42(t)",1,0,0,
phenylacetylglycine (PAG),7.35,"2,4,6-CH",doublet,,"3.67(s), 3.75(d), 7.35(t), 7.35(d), 7.42(t)",1,0,0,
phenylacetylglycine (PAG),7.35,,triplet,,"3.67(s), 3.75(d), 7.35(t), 7.35(d), 7.42(t)",1,0,0,
phenylacetylglycine (PAG),7.42,"3,5-CH",triplet,,"3.67(s), 3.75(d), 7.35(t), 7.35(d), 7.42(t)",1,0,0,
Phenylalanine,3.13,betaCH2(ii),doublet of doublets,0.43,"3.13(dd), 3.28(dd), 4.0(dd), 7.34(d), 7.39(m), 7.44(m)",0,0,1,
Phenylalanine,3.13,βCH',dd,,"3.13(dd), 3.28(dd), 3.99(dd), 7.33(d), 7.38(m), 7.43(t)",,,,
Phenylalanine,3.28,betaCH2(I),doublet of doublets,0.4,"3.13(dd), 3.28(dd), 4.0(dd), 7.34(d), 7.39(m), 7.44(m)",0,0,1,
Phenylalanine,3.28,βCH,dd,,"3.13(dd), 3.28(dd), 3.99(dd), 7.33(d), 7.38(m), 7.43(t)",,,,
Phenylalanine,3.99,αCH,dd,,"3.13(dd), 3.28(dd), 3.99(dd), 7.33(d), 7.38(m), 7.43(t)",,,,
Phenylalanine,4,alphaCH,doublet of doublets,0.6,"3.13(dd), 3.28(dd), 4.0(dd), 7.34(d), 7.39(m), 7.44(m)",0,0,1,
Phenylalanine,7.33,"H2,H6-ring",doublet,,"3.13(dd), 3.28(dd), 3.99(dd), 7.33(d), 7.38(m), 7.43(t)",,,,
Phenylalanine,7.34,,multiplet,,"3.13(dd), 3.28(dd), 4.0(dd), 7.34(d), 7.39(m), 7.44(m)",0,0,1,
Phenylalanine,7.38,H4-ring,complex,,"3.13(dd), 3.28(dd), 3.99(dd), 7.33(d), 7.38(m), 7.43(t)",,,,
Phenylalanine,7.39,H,multiplet,1,"3.13(dd), 3.28(dd), 4.0(dd), 7.34(d), 7.39(m), 7.44(m)",0,0,1,
Phenylalanine,7.43,"H3, H5-ring",triplet,,"3.13(dd), 3.28(dd), 3.99(dd), 7.33(d), 7.38(m), 7.43(t)",,,,
Phenylalanine,7.44,,multiplet,,"3.13(dd), 3.28(dd), 4.0(dd), 7.34(d), 7.39(m), 7.44(m)",0,0,1,
Phenylpropionylglycine,2.58,,triplet,,"2.58(t), 2.98(t), 4.05(d), 7.20(m), 7.28(m)",,,,
Phenylpropionylglycine,2.62,,triplet,,"2.62(t), 2.95(t), 3.68(d), 7.29(m), 7.37(m), 7.90(bs) from Gryff-Keller 2012",,,,
Phenylpropionylglycine,2.95,,triplet,,"2.62(t), 2.95(t), 3.68(d), 7.29(m), 7.37(m), 7.90(bs) from Gryff-Keller 2013",,,,
Phenylpropionylglycine,2.98,,triplet,,"2.58(t), 2.98(t), 4.05(d), 7.20(m), 7.28(m)",,,,
Phenylpropionylglycine,3.68,,doublet,,"2.62(t), 2.95(t), 3.68(d), 7.29(m), 7.37(m), 7.90(bs) from Gryff-Keller 2014",,,,
Phenylpropionylglycine,4.05,,doublet,,"2.58(t), 2.98(t), 4.05(d), 7.20(m), 7.28(m)",,,,
Phenylpropionylglycine,7.2,,multiplet,,"2.58(t), 2.98(t), 4.05(d), 7.20(m), 7.28(m)",,,,
Phenylpropionylglycine,7.28,,multiplet,,"2.58(t), 2.98(t), 4.05(d), 7.20(m), 7.28(m)",,,,
Phenylpropionylglycine,7.29,,multiplet,,"2.62(t), 2.95(t), 3.68(d), 7.29(m), 7.37(m), 7.90(bs) from Gryff-Keller 2015",,,,
Phenylpropionylglycine,7.37,,multiplet,,"2.62(t), 2.95(t), 3.68(d), 7.29(m), 7.37(m), 7.90(bs) from Gryff-Keller 2016",,,,
Phenylpropionylglycine,7.9,,broad singlet,,"2.62(t), 2.95(t), 3.68(d), 7.29(m), 7.37(m), 7.90(bs) from Gryff-Keller 2017",,,,
Phospho(enol)pyruvate,5.19,CH2,triplet,1,,,,,
Phospho(enol)pyruvate,5.37,CH2,triplet,0.86,,,,,
Phosphocreatine,3.05,CH3,singlet,1,,,,,
Phosphocreatine,3.95,CH2,singlet,0.54,,,,,
Phosphorylcholine ,3.22,N(CH3)3,singlet,,"3.22(s), 3.60(t), 4.18(dd)",,,,
Phosphorylcholine ,3.6,OCH2,triplet,,"3.22(s), 3.60(t), 4.18(dd)",,,,
Phosphorylcholine ,4.18,NCH2,doublet of doublets,,"3.22(s), 3.60(t), 4.18(dd)",,,,
Phosphorylethanolamine (PE),3.23,CH2NH2,triplet,1,"3.23(t), 3.99(m)",,,,
Phosphorylethanolamine (PE),3.99,CH2O,multiplet,0.71,"3.23(t), 3.99(m)",,,,
p-Hydroxybenzoate (4-hydroxybenzoate),6.92,H3 and H5,doublet,1,"6.92(d), 7.81(d)",,,,
p-Hydroxybenzoate (4-hydroxybenzoate),7.81,H2 and H6,doublet,0.9,"6.92(d), 7.81(d)",,,,
p-Hydroxyhippurate (4-hydroxyhippurate),3.98,,singlet,,"3.98(s), 6.98(d), 7.76(d)",,,,
p-Hydroxyhippurate (4-hydroxyhippurate),6.98,,doublet,,"3.98(s), 6.98(d), 7.76(d)",,,,
p-Hydroxyhippurate (4-hydroxyhippurate),7.76,,doublet,,"3.98(s), 6.98(d), 7.76(d)",,,,
p-Hydroxymandelate,4.92,CH,singlet,0.03,"4.92(s), 6.90(d), 7.30(d)",,,,
p-Hydroxymandelate,6.9,H3,doublet,1,"4.92(s), 6.90(d), 7.30(d)",,,,
p-Hydroxymandelate,7.3,H2,doublet,1,"4.92(s), 6.90(d), 7.30(d)",,,,
p-Hydroxyphenylacetate (4-HPA),3.45,CH2,singlet,1,"3.45(s), 6.87(d), 7.17(d)",0,,1,
p-Hydroxyphenylacetate (4-HPA),6.87,H3 and H5,doublet,0.45,"3.45(s), 6.87(d), 7.17(d)",0,,1,
p-Hydroxyphenylacetate (4-HPA),7.17,H2 and H6,doublet,0.49,"3.45(s), 6.87(d), 7.17(d)",0,,1,
p-Hydroxyphenyllactate (4-HPLA),2.81,CH2(ii),2xd,0.33,"2.81(dd), 3.02 (dd), 4.21(dd), 6.86(d), 7.19(d)",,,,
p-Hydroxyphenyllactate (4-HPLA),3.02,CH2(I),2xd,0.33,"2.81(dd), 3.02 (dd), 4.21(dd), 6.86(d), 7.19(d)",,,,
p-Hydroxyphenyllactate (4-HPLA),4.21,CH,2xd,0.14,"2.81(dd), 3.02 (dd), 4.21(dd), 6.86(d), 7.19(d)",,,,
p-Hydroxyphenyllactate (4-HPLA),6.86,H3 and H5,doublet,0.94,"2.81(dd), 3.02 (dd), 4.21(dd), 6.86(d), 7.19(d)",,,,
p-Hydroxyphenyllactate (4-HPLA),7.19,H2 and H6,doublet,1,"2.81(dd), 3.02 (dd), 4.21(dd), 6.86(d), 7.19(d)",,,,
p-hydroxyphenylpropionate (4-HPPA),2.45,,triplet,,"2.45(t), 2.82(t), 6.85(d), 7.19(t)",,,,
p-hydroxyphenylpropionate (4-HPPA),2.82,,triplet,,"2.45(t), 2.82(t), 6.85(d), 7.19(t)",,,,
p-hydroxyphenylpropionate (4-HPPA),6.85,,doublet,,"2.45(t), 2.82(t), 6.85(d), 7.19(t)",,,,
p-hydroxyphenylpropionate (4-HPPA),7.19,,triplet,,"2.45(t), 2.82(t), 6.85(d), 7.19(t)",,,,
p-Hydroxyphenylpyruvate,4.01,DECOMPOSED,singlet,0.78,"4.01(s), 6.85(d), 7.15(d)",,,,
p-Hydroxyphenylpyruvate,6.85,DECOMPOSED,doublet,1,"4.01(s), 6.85(d), 7.15(d)",,,,
p-Hydroxyphenylpyruvate,7.15,DECOMPOSED,doublet,0.8,"4.01(s), 6.85(d), 7.15(d)",,,,
Picolinate,7.54,H5,triplet,0.71,"7.54(ddd), 7.92(d), 7.96(td), 8.57(d)",,,,
Picolinate,7.92,cyclicH3,doublet,0.89,"7.54(ddd), 7.92(d), 7.96(td), 8.57(d)",,,,
Picolinate,7.96,H4,triplet,1,"7.54(ddd), 7.92(d), 7.96(td), 8.57(d)",,,,
Picolinate,8.57,H6,doublet,0.87,"7.54(ddd), 7.92(d), 7.96(td), 8.57(d)",,,,
pipecolic acid,1.66,,multiplet,,"1.66(m), 1.88(m), 2.22(m), 3.04(m), 3.44(d), 3.61(dd)",,,,
pipecolic acid,1.88,,multiplet,,"1.66(m), 1.88(m), 2.22(m), 3.04(m), 3.44(d), 3.61(dd)",,,,
pipecolic acid,2.22,,multiplet,,"1.66(m), 1.88(m), 2.22(m), 3.04(m), 3.44(d), 3.61(dd)",,,,
pipecolic acid,3.04,multiplet,,,"1.66(m), 1.88(m), 2.22(m), 3.04(m), 3.44(d), 3.61(dd)",,,,
pipecolic acid,3.44,doublet,,,"1.66(m), 1.88(m), 2.22(m), 3.04(m), 3.44(d), 3.61(dd)",,,,
pipecolic acid,3.61,,doublet of doublets,,"1.66(m), 1.88(m), 2.22(m), 3.04(m), 3.44(d), 3.61(dd)",,,,
Polysorbate 80,0.90,,singlet broad,,"0.90 (bs), 1.30(bs), 1.60(bs), 2.02(bs), 2.32(bs), 3.71(bs)",,,,
Polysorbate 80,1.30,,singlet broad,,"0.90 (bs), 1.30(bs), 1.60(bs), 2.02(bs), 2.32(bs), 3.71(bs)",,,,
Polysorbate 80,1.60,,singlet broad,,"0.90 (bs), 1.30(bs), 1.60(bs), 2.02(bs), 2.32(bs), 3.71(bs)",,,,
Polysorbate 80,2.00,,singlet broad,,"0.90 (bs), 1.30(bs), 1.60(bs), 2.02(bs), 2.32(bs), 3.71(bs)",,,,
Polysorbate 80,2.32,,singlet broad,,"0.90 (bs), 1.30(bs), 1.60(bs), 2.02(bs), 2.32(bs), 3.71(bs)",,,,
Polysorbate 80,3.71,,singlet broad,,"0.90 (bs), 1.30(bs), 1.60(bs), 2.02(bs), 2.32(bs), 3.71(bs)",,,,
Proline,2.01,gammaCH2,multiplet,0.84,"2.01(m), 2.08(m), 2.35(m), 3.38(m), 4.14(dd)",0,0,1,
Proline,2.01,γCH',multiplet,,"2.01(m), 2.07(m), 2.35(m), 3.34(m), 3.42(m), 4.14(dd)",,,,
Proline,2.07,γCH,multiplet,,"2.01(m), 2.07(m), 2.35(m), 3.34(m), 3.42(m), 4.14(dd)",,,,
Proline,2.08,betaCH2(ii),multiplet,0.84,"2.01(m), 2.08(m), 2.35(m), 3.38(m), 4.14(dd)",0,0,1,
Proline,2.35,betaCH2(I),multiplet,0.44,"2.01(m), 2.08(m), 2.35(m), 3.38(m), 4.14(dd)",0,0,1,
Proline,2.35,βCH2,multiplet,,"2.01(m), 2.07(m), 2.35(m), 3.34(m), 3.42(m), 4.14(dd)",,,,
Proline,3.34,δCH',m,,"2.01(m), 2.07(m), 2.35(m), 3.34(m), 3.42(m), 4.14(dd)",,,,
Proline,3.38,deltaCH2,multiplet,1,"2.01(m), 2.08(m), 2.35(m), 3.38(m), 4.14(dd)",0,0,1,
Proline,3.42,δCH,m,,"2.01(m), 2.07(m), 2.35(m), 3.34(m), 3.42(m), 4.14(dd)",,,,
Proline,4.14,alphaCH,doublet of doublets,0.8,"2.01(m), 2.08(m), 2.35(m), 3.38(m), 4.14(dd)",0,0,1,
Proline,4.14,αCH,dd,,"2.01(m), 2.07(m), 2.35(m), 3.34(m), 3.42(m), 4.14(dd)",,,,
propionate,1.06,,triplet,,"1.06(t), 2.19(q)",0,0,1,
propionate,2.19,,quartet,,"1.06(t), 2.19(q)",0,0,1,
Propioninc acid,1.06,CH3,triplet,,"1.06(t), 2.20(q)",,,,
Propioninc acid,2.20,CH2,quartet,,"1.06(t), 2.20(q)",,,,
propionylglycine,1.11,,triplet,,"1.11(t), 2.30(q), 3.75(d)",,,,
propionylglycine,2.3,,quartet,,"1.11(t), 2.30(q), 3.75(d)",,,,
propionylglycine,3.75,,doublet,,"1.11(t), 2.30(q), 3.75(d)",,,,
Proprionate,1.06,CH3,triplet,1,"1.06(t), 2.19(q)",,,,
Proprionate,2.19,CH2,quartet,0.6,"1.06(t), 2.19(q)",,,,
propylene glycol,1.13,,doublet,,"1.13(d), 3.44(dd), 3.54(dd), 3.87(m)",,,,
propylene glycol,3.44,,doublet of doublet,,"1.13(d), 3.44(dd), 3.54(dd), 3.87(m)",,,,
propylene glycol,3.54,,doublet of doublets,,"1.13(d), 3.44(dd), 3.54(dd), 3.87(m)",,,,
propylene glycol,3.87,,multiplet,,"1.13(d), 3.44(dd), 3.54(dd), 3.87(m)",,,,
pseudouridine,3.73,,doublet of doublets,,"3.73(dd), 3.84(m), 4.02(m), 4.15(t), 4.30(t), 7.68(s)",,,,
pseudouridine,3.84,,multiplet,,"3.73(dd), 3.84(m), 4.02(m), 4.15(t), 4.30(t), 7.68(s)",,,,
pseudouridine,4.02,,multiplet,,"3.73(dd), 3.84(m), 4.02(m), 4.15(t), 4.30(t), 7.68(s)",,,,
pseudouridine,4.15,,triplet,,"3.73(dd), 3.84(m), 4.02(m), 4.15(t), 4.30(t), 7.68(s)",,,,
pseudouridine,4.3,,triplet,,"3.73(dd), 3.84(m), 4.02(m), 4.15(t), 4.30(t), 7.68(s)",,,,
pseudouridine,7.68,,singlet,,"3.73(dd), 3.84(m), 4.02(m), 4.15(t), 4.30(t), 7.68(s)",,,,
Purine,8.58,UNASSIGNED,singlet,0.73,,,,,
Purine,8.92,UNASSIGNED,singlet,0.72,,,,,
Purine,9.1,UNASSIGNED,singlet,1,,,,,
Putrescine,1.77,,multiplet,,"1.77(m=bs), 3.05(bs)",,,,
Putrescine,1.78,βCH2,complex,,"1.78(m), 3.06(m)",,,,
Putrescine,3.05,2xCH2NH2,s (broad),0.9,"1.77(m=bs), 3.05(bs)",,,,
Putrescine,3.06,αCH2,c,,"1.78(m), 3.06(m)",,,,
Pyridoxal (vitamin B6),2.49,CH3,singlet,1,"2.49(s), 5.16(dd), 6.58(s), 7.61(s)",,,,
Pyridoxal (vitamin B6),5.16,CH2OH,doublet of doublets,0.01,"2.49(s), 5.16(dd), 6.58(s), 7.61(s)",,,,
Pyridoxal (vitamin B6),6.58,H,singlet,0.19,"2.49(s), 5.16(dd), 6.58(s), 7.61(s)",,,,
Pyridoxal (vitamin B6),7.61,formylH,singlet,0.29,"2.49(s), 5.16(dd), 6.58(s), 7.61(s)",,,,
Pyridoxal-5'-phosphate (active vit B6),2.50,,singlet,,"2.50(s), 4.94(d), 5.16(d), 7.77(s), 10.43(s)",,,,
Pyridoxal-5'-phosphate (active vit B6),4.94,,doublet,,"2.50(s), 4.94(d), 5.16(d), 7.77(s), 10.43(s)",,,,
Pyridoxal-5'-phosphate (active vit B6),5.16,,doublet,,"2.50(s), 4.94(d), 5.16(d), 7.77(s), 10.43(s)",,,,
Pyridoxal-5'-phosphate (active vit B6),7.77,,singlet,,"2.50(s), 4.94(d), 5.16(d), 7.77(s), 10.43(s)",,,,
Pyridoxal-5'-phosphate (active vit B6),10.43,,singlet,,"2.50(s), 4.94(d), 5.16(d), 7.77(s), 10.43(s)",,,,
Pyridoxamine (vitamin B6),2.48,CH3,singlet,1,"2.48(s), 4.31(s), 7.63(s)",,,,
Pyridoxamine (vitamin B6),4.31,CH2NH2,singlet,0.37,"2.48(s), 4.31(s), 7.63(s)",,,,
Pyridoxamine (vitamin B6),7.63,H,singlet,0.34,"2.48(s), 4.31(s), 7.63(s)",,,,
Pyridoxamine-5'-phosphate (vitamin B6),2.48,CH3,singlet,1,"2.48(s), 4.34(s), 7.67(s)",,,,
Pyridoxamine-5'-phosphate (vitamin B6),4.34,CH2NH2,singlet,0.35,"2.48(s), 4.34(s), 7.67(s)",,,,
Pyridoxamine-5'-phosphate (vitamin B6),7.67,H,singlet,0.37,"2.48(s), 4.34(s), 7.67(s)",,,,
Pyridoxine (vitamin B6),2.47,CH3,singlet,1,"2.47(s), 4.73(s), 7.67(s)",,,,
Pyridoxine (vitamin B6),2.50,CH3,singlet,,"2.50(s), 4.76(s), 7.75(s)",,,,
Pyridoxine (vitamin B6),4.73,,singlet,,"2.47(s), 4.73(s), 7.67(s)",,,,
Pyridoxine (vitamin B6),4.76,CH2 (5),s,,"2.50(s), 4.76(s), 7.75(s)",,,,
Pyridoxine (vitamin B6),7.67,H,singlet,0.2,"2.47(s), 4.73(s), 7.67(s)",,,,
Pyridoxine (vitamin B6),7.75,H6-ring,singlet,,"2.50(s), 4.76(s), 7.75(s)",,,,
pyrimidine,7.6,,triplet of doublets,,"7.60(td), 8.81(d), 9.13(d)",,,,
pyrimidine,8.81,,doublet,,"7.60(td), 8.81(d), 9.13(d)",,,,
pyrimidine,9.13,,doublet,,"7.60(td), 8.81(d), 9.13(d)",,,,
Pyroglutamate,2.04,CH2(ii),multiplet,0.25,"2.04(m), 2.41(m), 2.51(m), 4.18(dd)",,,,
Pyroglutamate,2.41,3xCH2,multiplet,1,"2.04(m), 2.41(m), 2.51(m), 4.18(dd)",,,,
Pyroglutamate,2.51,CH2(I),multiplet,0.27,"2.04(m), 2.41(m), 2.51(m), 4.18(dd)",,,,
Pyroglutamate,4.18,CH,dd,0.19,"2.04(m), 2.41(m), 2.51(m), 4.18(dd)",,,,
Pyroglutamic acid,2.15,βCH',multiplet,,"2.15(m), 2.42(m), 2.54(m), 4.34(dd)",,,,
Pyroglutamic acid,2.42,γCH2,multiplet,,"2.15(m), 2.42(m), 2.54(m), 4.34(dd)",,,,
Pyroglutamic acid,2.54,βCH,multiplet,,"2.15(m), 2.42(m), 2.54(m), 4.34(dd)",,,,
Pyroglutamic acid,4.34,αCH,dd,,"2.15(m), 2.42(m), 2.54(m), 4.34(dd)",,,,
Pyrolidine,1.70,"β', β CH2",multiplet,,,,,,
Pyrolidine,2.79,"α',α CH2",~t,,,,,,
Pyruvate,2.36,CH3,singlet,1,2.36(s),1,1,1,
Pyruvic acid,2.45,CH3,singlet,,2.45(s),,,,
Quinic acid,1.87,εCH',doublet of doublets of doublets,,,,,,
Quinic acid,1.97,εCH,doublet of doublets of doublets,,,,,,
Quinic acid,2.04,αCH',doublet,,,,,,
Quinic acid,2.07,αCH,complex,,,,,,
Quinic acid,3.54,βCH2,dd,,,,,,
Quinic acid,4.01,δCH,m,,,,,,
Quinic acid,4.14,γCH,dd,,,,,,
Quinolinate,7.45,H5,triplet,0.77,"7.45(t), 8.02(d), 8.45(d)",,,,
Quinolinate,8.02,H4,doublet,0.78,"7.45(t), 8.02(d), 8.45(d)",,,,
Quinolinate,8.45,H6,doublet,1,"7.45(t), 8.02(d), 8.45(d)",,,,
raffinose,3.53,,s,,"3.53(s), 3.57(m), 3.68(s), 3.80(m), 3.96(t), 4.04(m), 4.23(d), 5.0(d), 5.43(d)",,,,
raffinose,3.57,,m,,"3.53(s), 3.57(m), 3.68(s), 3.80(m), 3.96(t), 4.04(m), 4.23(d), 5.0(d), 5.43(d)",,,,
raffinose,3.68,,singlet,,"3.53(s), 3.57(m), 3.68(s), 3.80(m), 3.96(t), 4.04(m), 4.23(d), 5.0(d), 5.43(d)",,,,
raffinose,3.8,,multiplet,,"3.53(s), 3.57(m), 3.68(s), 3.80(m), 3.96(t), 4.04(m), 4.23(d), 5.0(d), 5.43(d)",,,,
raffinose,3.96,,triplet,,"3.53(s), 3.57(m), 3.68(s), 3.80(m), 3.96(t), 4.04(m), 4.23(d), 5.0(d), 5.43(d)",,,,
raffinose,4.04,,m,,"3.53(s), 3.57(m), 3.68(s), 3.80(m), 3.96(t), 4.04(m), 4.23(d), 5.0(d), 5.43(d)",,,,
raffinose,4.23,,d,,"3.53(s), 3.57(m), 3.68(s), 3.80(m), 3.96(t), 4.04(m), 4.23(d), 5.0(d), 5.43(d)",,,,
raffinose,5,,d,,"3.53(s), 3.57(m), 3.68(s), 3.80(m), 3.96(t), 4.04(m), 4.23(d), 5.0(d), 5.43(d)",,,,
raffinose,5.43,,d,,"3.53(s), 3.57(m), 3.68(s), 3.80(m), 3.96(t), 4.04(m), 4.23(d), 5.0(d), 5.43(d)",,,,
Rutin,3.40,,c,,,,,,
Rutin,3.44,,t?,,,,,,
Rutin,3.48,,triplet,,,,,,
Rutin,3.50,,dd,,,,,,
Rutin,3.59,,dd,,,,,,
Rutin,3.60,,,,,,,,
Rutin,3.68,,,,,,,,
Rutin,3.80,,doublet,,,,,,
Rutin,4.90,H1',d,,,,,,
Rutin,6.30,H12-ring,d,,,,,,
Rutin,6.52,H13-ring,d,,,,,,
Rutin,7.03,H3-ring,d,,,,,,
Rutin,7.58,H2-ring,doublet of doublets,,,,,,
Rutin,7.66,H6-ring,doublet,,,,,,
Saccharate,,UNASSIGNED,,,,,,,
Saccharopine,1.33,H(c ),multiplet,0.82,"1.33(m), 1.51(m), 1.63(m), 1.75(m), 1.84(m), 2.18(m), 2.51(m), 3.05(dd), 3.25(t)",,,,
Saccharopine,1.51,H(d) and H(b ii),multiplet,0.59,"1.33(m), 1.51(m), 1.63(m), 1.75(m), 1.84(m), 2.18(m), 2.51(m), 3.05(dd), 3.25(t)",,,,
Saccharopine,1.63,H(b I),multiplet,0.43,"1.33(m), 1.51(m), 1.63(m), 1.75(m), 1.84(m), 2.18(m), 2.51(m), 3.05(dd), 3.25(t)",,,,
Saccharopine,1.75,H(g ii),multiplet,0.45,"1.33(m), 1.51(m), 1.63(m), 1.75(m), 1.84(m), 2.18(m), 2.51(m), 3.05(dd), 3.25(t)",,,,
Saccharopine,1.84,H(g i),multiplet,0.5,"1.33(m), 1.51(m), 1.63(m), 1.75(m), 1.84(m), 2.18(m), 2.51(m), 3.05(dd), 3.25(t)",,,,
Saccharopine,2.18,CH2COOH,multiplet,1,"1.33(m), 1.51(m), 1.63(m), 1.75(m), 1.84(m), 2.18(m), 2.51(m), 3.05(dd), 3.25(t)",,,,
Saccharopine,2.51,CH2NH,multiplet,0.63,"1.33(m), 1.51(m), 1.63(m), 1.75(m), 1.84(m), 2.18(m), 2.51(m), 3.05(dd), 3.25(t)",,,,
Saccharopine,3.05,CHNH,doublet of doublets,0.85,"1.33(m), 1.51(m), 1.63(m), 1.75(m), 1.84(m), 2.18(m), 2.51(m), 3.05(dd), 3.25(t)",,,,
Saccharopine,3.25,CHNH2,triplet,0.94,"1.33(m), 1.51(m), 1.63(m), 1.75(m), 1.84(m), 2.18(m), 2.51(m), 3.05(dd), 3.25(t)",,,,
S-adenosyl homocysteine (SAH),2.06,,multiplet,,"2.06(m), 2.14(m), 2.68(t), 2.98(dd), 3.06(dd), 3.81(dd), 4.33(td), 4.42(t), 4.86(t), 6.08(d), 8.26(s), 8.36(s)",,,,
S-adenosyl homocysteine (SAH),2.14,betaH,multiplet,,"2.06(m), 2.14(m), 2.68(t), 2.98(dd), 3.06(dd), 3.81(dd), 4.33(td), 4.42(t), 4.86(t), 6.08(d), 8.26(s), 8.36(s)",,,,
S-adenosyl homocysteine (SAH),2.68,gammaH,triplet,,"2.06(m), 2.14(m), 2.68(t), 2.98(dd), 3.06(dd), 3.81(dd), 4.33(td), 4.42(t), 4.86(t), 6.08(d), 8.26(s), 8.36(s)",,,,
S-adenosyl homocysteine (SAH),2.98,H5'5'',doublet of doublets,,"2.06(m), 2.14(m), 2.68(t), 2.98(dd), 3.06(dd), 3.81(dd), 4.33(td), 4.42(t), 4.86(t), 6.08(d), 8.26(s), 8.36(s)",,,,
